Time,PLCCellID_CE,PLCCellIDClass_CE,PLCTrayID_CE,K_Value,3.45V_mAH,3.5-2.8V_mAH,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE
2026/8/23 13:20,MW2045B57190,O,A05537,-0.07405,54715.2,50170.7,3.24E+00,9.10E-04,18242
2026/8/23 13:20,MW2044B24346,AC20,A17225,-0.03015,53435.3,52367.5,3.24E+00,8.60E-04,18957
2026/8/23 13:20,MW2045B55777,O,A05537,-0.01406,53557.9,54034.9,3.24E+00,7.30E-04,18344
2026/8/23 13:19,MW2044B24349,AC20,A17225,-0.05579,54334.5,51974.6,3.24E+00,8.50E-04,18806
2026/8/23 13:19,MW2045B55778,O,A05537,-0.08719,52303.2,54101.2,3.24E+00,8.50E-04,18129
2026/8/23 13:19,MW2045B69441,O,A17225,-0.0841,54862.4,50773.8,3.24E+00,5.40E-04,18614
2026/8/23 13:19,MW2045B55779,O,A05537,-0.03977,53661.8,54970.4,3.24E+00,7.90E-04,18097
2026/8/23 13:18,MW2045B55784,O,A05537,-0.03267,52997.8,53488.4,3.24E+00,8.00E-04,18234
2026/8/23 13:18,MW2045B69440,O,A17225,-0.05155,51222.9,51454.2,3.24E+00,5.10E-04,18806
2026/8/23 13:18,MW2045B55776,O,A05537,-0.06224,53880.8,52404.1,3.24E+00,8.00E-04,18096
2026/8/23 13:18,MW2045B69439,O,A17225,-0.0757,52080.9,52605.4,3.24E+00,4.90E-04,18751
2026/8/23 13:18,MW2045B55790,O,A05537,-0.0324,51576.3,53917.8,3.24E+00,8.50E-04,18026
2026/8/23 13:17,MW2045B69438,O,A17225,-0.06635,51190.7,53859.3,3.24E+00,5.00E-04,18645
2026/8/23 13:17,MW2045B56687,O,A04539,-0.08076,53016.3,53171.2,3.24E+00,8.50E-04,18094
2026/8/23 13:17,MW2045B62104,O,A17225,-0.01502,51490.6,50666.4,3.24E+00,6.30E-04,18504
2026/8/23 13:17,MW2045B56043,O,A04539,-0.07202,51644.7,50171.7,3.24E+00,7.90E-04,18205
2026/8/23 13:17,MW2045B62103,O,A17225,-0.02221,51415.6,52749.9,3.24E+00,5.80E-04,18508
2026/8/23 13:16,MW2045B56681,O,A04539,-0.0419,51312.9,50515.6,3.24E+00,8.30E-04,18109
2026/8/23 13:16,MW2045B69626,O,A17225,-0.07576,54326.6,54082.4,3.24E+00,4.90E-04,18655
2026/8/23 13:16,MW2045B56040,O,A04539,-0.0914,51629.7,49512.2,3.24E+00,8.40E-04,18125
2026/8/23 13:16,MW2045B62105,O,A17225,-0.06202,53444.7,53263.2,3.24E+00,6.60E-04,18711
2026/8/23 13:16,MW2045B56038,O,A04539,-0.0305,51968.9,52524.5,3.24E+00,8.20E-04,18111
2026/8/23 13:15,MW2045B69627,O,A17225,-0.09184,54960.7,53390.2,3.24E+00,4.80E-04,18749
2026/8/23 13:15,MW2045B57192,O,A04539,-0.05133,53465.3,52712.5,3.24E+00,9.60E-04,18218
2026/8/23 13:15,MW2045B62097,O,A17225,-0.0555,54748.2,52269.6,3.24E+00,7.60E-04,18573
2026/8/23 13:15,MW2045B56689,O,A04539,-0.05931,51003.1,54646.1,3.24E+00,7.50E-04,18149
2026/8/23 13:14,MW2027B09879,O,A07896,-0.03795,54033.6,53657.1,0.00E+00,0.00E+00,19132
2026/8/23 13:14,MW2045B57191,O,A04539,-0.032,52777.3,51392.5,3.24E+00,9.30E-04,18254
2026/8/23 13:14,MW2045B42494,O,A04539,-0.0695,52100.3,51892.1,3.24E+00,1.15E-03,18151
2026/8/23 13:13,MW2045B56682,O,A04539,-0.05986,52543.1,52030.7,3.24E+00,8.60E-04,18158
2026/8/23 13:13,MW2045B44684,O,A04539,-0.06064,52599.5,54886.2,3.24E+00,1.06E-03,17934
2026/8/23 13:13,MW2045B44683,O,A04539,-0.03624,52195.6,54664.4,3.24E+00,1.54E-03,17866
2026/8/23 13:11,MW2044B26063,AC20,A12467,-0.08759,52430.2,49092.7,3.24E+00,8.40E-04,18231
2026/8/23 13:10,MW2044B26070,AC20,A12467,-0.03667,52526.3,49118.6,3.24E+00,8.60E-04,18102
2026/8/23 13:10,MW2041B14208,AC20,A12467,-0.03118,53131.1,53060.1,3.24E+00,8.60E-04,18273
2026/8/23 13:10,MW2041B15598,O,A12467,-0.0361,54894.8,50005.1,3.23E+00,8.70E-04,18326
2026/8/23 13:09,MW2026B00245,O,A07896,-0.01403,50958.8,54209.6,3.16E+00,0.00E+00,18721
2026/8/23 13:09,MW2041B14866,O,A12467,-0.05641,52145.3,50393.8,3.24E+00,8.00E-04,18265
2026/8/23 13:09,MW2041B14865,O,A12467,-0.07752,50490.8,50575.2,3.24E+00,8.80E-04,18306
2026/8/23 13:09,MW2041B14651,O,A12467,-0.085,50840.4,51337.5,3.24E+00,9.80E-04,17855
2026/8/23 13:08,MW2041B11289,O,A12467,-0.0543,50899.7,51173.7,3.24E+00,1.16E-03,18281
2026/8/23 13:08,MW2041B11288,O,A12467,-0.03469,53066.9,50363.6,3.24E+00,1.14E-03,18310
2026/8/23 13:07,MW2041B11287,O,A12467,-0.08885,50996.7,51254.8,3.24E+00,1.19E-03,18255
2026/8/23 13:07,MW2041B11286,O,A12467,-0.03133,51995.1,49243.1,3.24E+00,1.22E-03,18316
2026/8/23 13:06,MW2041B11313,O,A12467,-0.04258,51991.9,49199.8,3.23E+00,1.14E-03,18083
2026/8/23 13:06,MW2045B69614,O,A03852,-0.04669,50341.2,52852.1,3.24E+00,6.20E-04,18181
2026/8/23 13:06,MW2045B69606,O,A03852,-0.09954,51476.5,51897.2,3.24E+00,6.20E-04,18083
2026/8/23 13:05,MW2045B62033,O,A03852,-0.01769,50792.9,52231.7,3.24E+00,7.30E-04,17928
2026/8/23 13:05,MW2027B09434,O,A07896,-0.0297,54132.2,52037.1,0.00E+00,0.00E+00,18841
2026/8/23 13:05,MW2045B62027,O,A03852,-0.02292,54264.3,52159.7,3.24E+00,8.90E-04,17730
2026/8/23 13:04,MW2025B00631,CHH,A03852,-0.07047,51331.4,52775.3,3.21E+00,6.70E-04,18204
2026/8/23 13:04,MW2045B05872,O,A03852,-0.08493,54749.7,54592.7,3.24E+00,8.00E-04,18152
2026/8/23 13:04,MW2045B62218,O,A03852,-0.0925,54626.2,51034.2,3.24E+00,8.30E-04,17946
2026/8/23 13:03,MW2045B62249,O,A03852,-0.05999,54798.3,51088.9,3.24E+00,8.00E-04,18089
2026/8/23 13:03,MW2045B69487,O,A03852,-0.07117,50540.4,53212.1,3.24E+00,5.90E-04,18144
2026/8/23 13:02,MW2045B69496,O,A03852,-0.07134,50639.2,52055.7,3.24E+00,6.10E-04,18127
2026/8/23 13:02,MW2045B69436,O,A03852,-0.0505,53810.3,49787.8,3.24E+00,6.10E-04,18078
2026/8/23 13:02,MW2045B69433,O,A03852,-0.0696,53426.1,50926.4,3.24E+00,6.00E-04,18163
2026/8/23 13:01,MW2045B09204,AC20,A00515,-0.05948,52352.1,49574.3,3.24E+00,1.01E-03,18210
2026/8/23 13:01,MW2045B69479,O,A00515,-0.0358,54910.4,52933.5,3.24E+00,6.00E-04,18178
2026/8/23 13:00,MW2045B08814,AC20,A00515,-0.0259,51969.3,49473.7,3.24E+00,8.90E-04,18132
2026/8/23 13:00,MW2045B69478,O,A00515,-0.03209,50978.9,53930.4,3.24E+00,5.80E-04,18283
2026/8/23 13:00,MW2045B08813,AC20,A00515,-0.08808,54763.4,50604.1,3.24E+00,1.05E-03,17898
2026/8/23 12:59,MW2045B08812,AC20,A00515,-0.01482,54831.8,50594.8,3.24E+00,8.70E-04,18220
2026/8/23 12:59,MW2045B08811,AC20,A00515,-0.03732,51132.3,51942.1,3.24E+00,1.05E-03,18139
2026/8/23 12:58,MW2045B08810,AC20,A00515,-0.0413,54293.2,52282.2,3.25E+00,9.90E-04,18164
2026/8/23 12:58,MW2044B26094,C45,A00515,-0.02305,52286.7,52809.1,3.24E+00,7.90E-04,18190
2026/8/23 12:57,MW2044B26061,AC20,A00515,-0.0353,52207.4,53940.7,3.24E+00,8.50E-04,18211
2026/8/23 12:56,MW2044B26138,AC20,A00515,-0.05744,54798.9,52401.6,3.24E+00,8.10E-04,18143
2026/8/23 12:56,MW2044B26062,AC20,A00515,-0.0608,50945.5,52046.4,3.24E+00,8.40E-04,17995
2026/8/23 12:56,MW2044B24345,AC20,A12191,-0.02329,53540.2,51144.7,3.24E+00,1.00E-03,18326
2026/8/23 12:55,MW2026B00844,B46,A07896,-0.0497,54221.6,53727.2,3.21E+00,5.10E-04,18912
2026/8/23 12:55,MW2044B24344,AC20,A12191,-0.08445,51591.6,50397.3,3.24E+00,9.90E-04,18398
2026/8/23 12:55,MW2027B09454,O,A07896,-0.03103,53808.4,54551.6,3.21E+00,0.00E+00,18886
2026/8/23 12:55,MW2044B24343,AC20,A12191,-0.03065,54461.2,50523.3,3.24E+00,1.00E-03,18514
2026/8/23 12:53,MW2044B24343,AC20,A12191,-0.03253,52615.3,52214.2,3.24E+00,1.00E-03,18514
2026/8/23 12:53,MW2044B24089,AC20,A12191,-0.09513,52536.6,53343.6,3.24E+00,1.01E-03,18200
2026/8/23 12:52,MW2044B24084,AC20,A12191,-0.0226,52015.8,50585.2,3.24E+00,9.30E-04,18173
2026/8/23 12:52,MW2044B24078,AC20,A12191,-0.09817,53526.3,49825.1,3.24E+00,8.70E-04,18294
2026/8/23 12:52,MW2045B62330,O,A12191,-0.05199,52871.5,52622.5,3.24E+00,8.20E-04,18056
2026/8/23 12:51,MW2045B62091,O,A12191,-0.01794,53159.7,52705.6,3.24E+00,9.30E-04,18145
2026/8/23 12:51,MW2045B62030,O,A12191,-0.08989,53183.1,52691.4,3.24E+00,9.70E-04,18091
2026/8/23 12:50,MW2045B62031,O,A12191,-0.0492,51451.6,51592.8,3.24E+00,8.60E-04,17948
2026/8/23 12:50,MW2045B69450,O,A12191,-0.019,53613.5,53618.9,3.24E+00,5.90E-04,18132
2026/8/23 12:50,MW2045B69449,O,A12191,-0.01056,53993.3,50415.8,3.24E+00,6.00E-04,18073
2026/8/23 12:49,MW2044B26277,A46,A13624,-0.01234,52270.9,52974.5,3.24E+00,7.30E-04,18324
2026/8/23 12:49,MW2045B69474,O,A13624,-0.02634,52309.2,52185.7,3.24E+00,6.10E-04,18209
2026/8/23 12:48,MW2045B69475,O,A13624,-0.09975,51485.7,49740.9,3.24E+00,5.90E-04,18154
2026/8/23 12:48,MW2044B24090,AC20,A13624,-0.02202,51289.5,52885.6,3.24E+00,9.30E-04,18012
2026/8/23 12:48,MW2045B69473,O,A13624,-0.09561,54256.8,53442.9,3.24E+00,6.00E-04,18113
2026/8/23 12:47,MW2044B25199,CLL,A13624,-0.01906,51565.5,50967.2,2.99E+00,7.10E-04,18357
2026/8/23 12:47,MW2045B69482,O,A13624,-0.0777,52100.6,54713.9,3.24E+00,6.00E-04,18139
2026/8/23 12:46,MW2044B25200,CLL,A13624,-0.04809,51622.6,54364.3,2.96E+00,7.30E-04,18064
2026/8/23 12:46,MW2027B09290,CHH,A07896,-0.07329,53084.2,54472.6,3.22E+00,4.30E-04,19011
2026/8/23 12:46,MW2044B25201,CLL,A13624,-0.05688,54577.5,54984.2,2.95E+00,6.60E-04,18188
2026/8/23 12:46,MW2026B00845,CHH,A07896,-0.0106,53088.6,50759.1,3.21E+00,4.60E-04,18984
2026/8/23 12:46,MW2045B09205,AC20,A13624,-0.09284,54627.5,53628.7,3.24E+00,9.30E-04,18255
2026/8/23 12:45,MW2026B01411,CHH,A07896,-0.0254,54616.3,50897.4,3.22E+00,4.90E-04,18821
2026/8/23 12:45,MW2045B69481,O,A13624,-0.05392,52822.4,52842.6,3.24E+00,6.00E-04,17998
2026/8/23 12:45,MW2026B00900,CHH,A07896,-0.07416,51664.1,49386.4,3.21E+00,4.70E-04,18913
2026/8/23 12:37,MW2026B00846,KEF,A07896,-0.0737,54582.5,53707.8,3.21E+00,4.50E-04,18978
2026/8/23 12:37,MW2027B07077,O,A07896,-0.0924,53413.4,51405.9,3.21E+00,4.60E-04,18903
2026/8/23 12:37,MW2045B69480,O,A13624,-0.01084,52348.9,51468.6,3.24E+00,6.00E-04,18075
2026/8/23 12:36,MW2027B05662,O,A07896,-0.0339,54880.6,50924.6,3.18E+00,4.70E-04,19129
2026/8/23 12:36,MW2017B07883,AC20,A24527,-0.09144,52248.2,54454.4,3.21E+00,8.10E-04,18305
2026/8/23 12:36,MW2041B15254,A43,A10199,-0.09717,53093.5,52424.5,3.22E+00,6.20E-04,18643
2026/8/23 12:36,MW2045B57399,AC20,A24527,-0.03811,52595.9,54069.5,3.23E+00,8.20E-04,18176
2026/8/23 12:35,MW2017B09212,A43,A10199,-0.01368,54569.2,49891.1,3.22E+00,6.50E-04,18889
2026/8/23 12:35,MW2045B47626,AC20,A24527,-0.08567,51791.9,49548.1,3.23E+00,8.10E-04,18008
2026/8/23 12:35,MW2045B43521,AC20,A24527,-0.0289,50954.8,52514.9,3.23E+00,1.14E-03,18296
2026/8/23 12:35,MW2041B15253,C42,A10199,-0.05709,54782.1,51411.7,3.22E+00,6.70E-04,18666
2026/8/23 12:35,MW2044B22106,C44,A24527,-0.0629,50638.9,51626.4,3.23E+00,7.90E-04,18292
2026/8/23 12:35,MW2041B15252,C43,A10199,-0.09793,50614.4,54951.3,3.22E+00,7.80E-04,18824
2026/8/23 12:34,MW2045B57850,AC20,A24527,-0.08308,52438.4,49136.7,3.24E+00,9.10E-04,18118
2026/8/23 12:34,MW2041B15251,C43,A10199,-0.0376,51644.3,54878.5,3.22E+00,7.20E-04,18890
2026/8/23 12:29,MW2045B41430,AC20,A24527,-0.0634,53742.8,51048.3,3.24E+00,9.80E-04,18179
2026/8/23 12:29,MW2041B15250,A43,A10199,-0.07936,53466.7,53967.8,3.22E+00,7.10E-04,18882
2026/8/23 12:29,MW2044B09291,O,A24527,-0.09907,53995.8,52130.1,3.23E+00,9.60E-04,18100
2026/8/23 12:29,MW2041B05847,A42,A10199,-0.0898,50615.3,50795.3,3.22E+00,4.90E-04,18787
2026/8/23 12:29,MW2044B25574,O,A24527,-0.0174,50642.2,54632.1,3.24E+00,7.40E-04,18105
2026/8/23 12:28,MW2041B10149,C43,A10199,-0.0731,54928.4,53463.6,3.22E+00,7.80E-04,18587
2026/8/23 12:28,MW2045B62131,O,A24527,-0.04519,50453.2,52651.1,3.24E+00,7.40E-04,18254
2026/8/23 12:28,MW2041B05881,C43,A10199,-0.05866,54853.1,52981.5,3.21E+00,4.60E-04,18870
2026/8/23 12:28,MW2045B62124,O,A24527,-0.02315,54023.7,51543.9,3.24E+00,8.60E-04,18099
2026/8/23 12:27,MW2041B11922,A43,A10199,-0.09381,53948.6,50814.5,3.22E+00,5.00E-04,18729
2026/8/23 12:27,MW2045B69607,O,A24527,-0.02788,51422.4,52021.9,3.24E+00,5.90E-04,18150
2026/8/23 12:27,MW2041B11921,A43,A10199,-0.07644,51013.3,51998.1,3.22E+00,4.80E-04,18949
2026/8/23 12:27,MW2017B02303,C43,A00037,-0.07926,52799.3,54411.2,3.22E+00,6.20E-04,18126
2026/8/23 12:26,MW2041B15249,A43,A10199,-0.07447,50772.2,52601.6,3.22E+00,6.50E-04,18822
2026/8/23 12:26,MW2017B02305,C43,A00037,-0.06718,50515.9,52594.3,3.23E+00,6.00E-04,18312
2026/8/23 12:26,MW2045B63584,A43,A17414,-0.0343,50736.3,53749.1,3.24E+00,7.00E-04,18592
2026/8/23 12:26,MW2017B02393,A43,A00037,-0.09416,52771.5,51346.3,3.23E+00,6.00E-04,18074
2026/8/23 12:26,MW2045B28712,A42,A17414,-0.0603,50971.8,49228.3,3.24E+00,7.70E-04,18643
2026/8/23 12:23,MW2045B28674,A42,A17414,-0.08214,51060.1,50660.5,3.24E+00,7.60E-04,18567
2026/8/23 12:23,MW2017B07907,A43,A00037,-0.05114,52946.2,53125.2,3.22E+00,7.70E-04,18098
2026/8/23 12:23,MW2045B13899,A43,A17414,-0.02074,52942.6,51282.4,3.23E+00,7.70E-04,18776
2026/8/23 12:23,MW2017B07912,A43,A00037,-0.09002,54726.2,50736.8,3.22E+00,7.60E-04,18153
2026/8/23 12:23,MW2045B19922,A43,A17414,-0.013,51234.7,49928.1,3.23E+00,7.70E-04,18981
2026/8/23 12:22,MW2017B07893,A42,A00037,-0.02254,52634.2,49987.6,3.22E+00,6.70E-04,17906
2026/8/23 12:22,MW2045B20140,A43,A17414,-0.01876,54356.5,54661.2,3.23E+00,7.60E-04,18609
2026/8/23 12:22,MW2017B07566,A42,A00037,-0.07418,52231.9,53006.2,3.22E+00,7.50E-04,18212
2026/8/23 12:22,MW2045B43710,A43,A17414,-0.03317,51546.3,49726.9,3.24E+00,6.50E-04,18868
2026/8/23 12:22,MW2017B04610,A43,A00037,-0.09,54820.5,51949.7,3.23E+00,5.80E-04,18113
2026/8/23 12:21,MW2045B43711,A43,A17414,-0.02755,52633.9,50388.1,3.24E+00,6.80E-04,18811
2026/8/23 12:21,MW2017B04420,A43,A00037,-0.04949,51472.8,49289.1,3.22E+00,6.00E-04,18160
2026/8/23 12:21,MW2017B04613,C43,A00037,-0.02642,54883.9,50479.9,3.23E+00,5.90E-04,18146
2026/8/23 12:21,MW2045B40730,A42,A17414,-0.05192,53475.4,52347.5,3.24E+00,7.90E-04,18786
2026/8/23 12:20,MW2045B63699,A43,A17414,-0.01671,53887.1,50643.7,3.24E+00,6.70E-04,18566
2026/8/23 12:20,MW2044B24052,O,A17414,-0.0969,54752.8,51998.7,0.00E+00,0.00E+00,18459
2026/8/23 12:20,MW2017B09640,A41,A00037,-0.01028,53801.1,52829.2,3.22E+00,6.80E-04,18388
2026/8/23 12:06,MW2017B09640,A41,A00037,-0.07884,51373.4,49078.7,3.22E+00,6.80E-04,18388
2026/8/23 12:06,MW2017B04424,A43,A00037,-0.07503,51333.8,51135.9,3.22E+00,6.00E-04,18264
2026/8/23 12:05,MW2045B53326,A43,A22661,-0.01796,54152.5,51279.2,3.24E+00,8.00E-04,18038
2026/8/23 12:05,MW2016B01811,A43,A22661,-0.02138,54931.6,50378.9,3.23E+00,5.60E-04,18107
2026/8/23 12:04,MW2016B01812,C43,A22661,-0.03207,53439.3,50026.8,3.22E+00,5.60E-04,18077
2026/8/23 12:04,MW2045B39769,AC20,A22661,-0.08582,53032.7,52138.6,3.24E+00,8.70E-04,18288
2026/8/23 12:03,MW2045B39768,AC20,A22661,-0.06552,50468.6,50794.7,3.24E+00,8.70E-04,18157
2026/8/23 12:03,MW2045B38592,AC20,A22661,-0.06828,51812.1,52360.5,3.24E+00,8.60E-04,17892
2026/8/23 12:03,MW2045B38590,C43,A22661,-0.09714,54117.9,54227.8,3.24E+00,7.00E-04,17932
2026/8/23 12:02,MW2045B39545,C42,A22661,-0.04545,51021.3,51567.1,3.24E+00,7.50E-04,18311
2026/8/23 12:02,MW2044B15367,AC20,A22661,-0.06953,52208.3,52673.2,3.24E+00,8.50E-04,18224
2026/8/23 12:01,MW2044B15369,AC20,A22661,-0.08723,50754.7,51277.6,3.24E+00,8.40E-04,18190
2026/8/23 12:01,MW2044B11708,AC20,A22661,-0.08445,52468.1,50541.9,3.24E+00,8.90E-04,18088
2026/8/23 12:01,MW2045B57679,AC20,A22661,-0.07736,53048.2,52674.6,3.24E+00,8.80E-04,17947
2026/8/23 12:00,MW2041B02557,B42,A16657,-0.07647,54944.9,49089.5,3.24E+00,8.00E-04,18242
2026/8/23 12:00,MW2041B02560,B42,A16657,-0.03008,51428.7,51514.4,3.24E+00,8.00E-04,18176
2026/8/23 11:59,MW2045B39190,AC20,A16657,-0.01919,52881.6,52737.5,3.24E+00,9.10E-04,18136
2026/8/23 11:59,MW2045B51629,B43,A16657,-0.06846,50928.8,51683.9,3.24E+00,7.70E-04,18109
2026/8/23 11:59,MW2045B51628,B43,A16657,-0.0595,53581.6,51565.4,3.24E+00,7.80E-04,18137
2026/8/23 11:58,MW2045B40115,AC20,A16657,-0.0393,54030.6,52851.7,3.24E+00,8.70E-04,18046
2026/8/23 11:58,MW2045B40412,A43,A16657,-0.07964,54221.2,53199.1,3.24E+00,7.60E-04,18085
2026/8/23 11:57,MW2045B40416,A43,A16657,-0.07177,51215.8,53928.7,3.24E+00,7.40E-04,18050
2026/8/23 11:57,MW2045B39509,C43,A16657,-0.07215,52368.7,50259.3,3.24E+00,7.60E-04,18329
2026/8/23 11:57,MW2045B39514,C43,A16657,-0.03695,54287.3,50113.1,3.24E+00,7.30E-04,18298
2026/8/23 11:56,MW2045B39783,AC20,A16657,-0.07016,53485.9,54337.4,3.24E+00,8.60E-04,18192
2026/8/23 11:56,MW2045B39517,C43,A16657,-0.06703,52224.1,53916.5,3.24E+00,7.30E-04,18314
2026/8/23 11:55,MW2045B61189,A45,A22684,-0.05594,54516.8,52081.8,3.24E+00,8.00E-04,17844
2026/8/23 11:55,MW2045B61195,A46,A22684,-0.02529,54958.3,54562.2,3.24E+00,7.40E-04,18013
2026/8/23 11:55,MW2045B61196,A46,A22684,-0.09028,54347.3,49210.3,3.24E+00,7.50E-04,18025
2026/8/23 11:54,MW2045B63727,AC20,A22684,-0.06383,51369.3,49967.1,3.24E+00,8.40E-04,18278
2026/8/23 11:54,MW2045B63421,AC20,A22684,-0.06945,50562.9,54370.7,3.24E+00,9.50E-04,18178
2026/8/23 11:53,MW2045B63422,A46,A22684,-0.07262,51361.1,51363.1,3.24E+00,7.60E-04,18203
2026/8/23 11:53,MW2045B63423,A46,A22684,-0.09955,53967.3,50181.1,3.24E+00,7.80E-04,18109
2026/8/23 11:52,MW2045B63424,A46,A22684,-0.02999,53589.4,52970.5,3.24E+00,7.30E-04,18188
2026/8/23 11:52,MW2045B63420,A46,A22684,-0.0256,50781.7,51671.5,3.24E+00,5.70E-04,17783
2026/8/23 11:52,MW2045B63419,A45,A22684,-0.07501,51881.1,51556.8,3.24E+00,8.00E-04,18107
2026/8/23 11:51,MW2045B61502,CHH,A22684,-0.0566,54712.9,49815.4,3.24E+00,8.00E-04,18223
2026/8/23 11:51,MW2045B63417,A45,A22684,-0.04559,51646.5,49751.1,3.24E+00,5.60E-04,17929
2026/8/23 11:50,MW2045B63490,AC20,A15953,-0.05311,50911.8,49894.5,3.24E+00,8.10E-04,18054
2026/8/23 11:50,MW2045B63489,A44,A15953,-0.07905,52748.7,54039.7,3.24E+00,8.00E-04,17996
2026/8/23 11:50,MW2045B63488,A45,A15953,-0.08877,54610.4,50184.1,3.24E+00,5.80E-04,18012
2026/8/23 11:49,MW2044B24180,AC20,A15953,-0.07192,52450.8,51044.2,3.24E+00,8.30E-04,17995
2026/8/23 11:49,MW2044B24182,A46,A15953,-0.07377,52740.4,50176.7,3.24E+00,8.00E-04,18091
2026/8/23 11:48,MW2044B24181,AC20,A15953,-0.02459,52735.9,51166.1,3.24E+00,8.20E-04,17997
2026/8/23 11:48,MW2044B24183,AC20,A15953,-0.05468,52790.4,49565.8,3.24E+00,8.10E-04,17970
2026/8/23 11:48,MW2044B24268,AC20,A15953,-0.08127,54161.1,53934.3,3.24E+00,8.50E-04,18095
2026/8/23 11:47,MW2044B24186,A45,A15953,-0.0125,53548.3,49156.1,3.24E+00,7.20E-04,18086
2026/8/23 11:47,MW2045B63482,A44,A15953,-0.06515,52038.2,53815.5,3.24E+00,7.50E-04,18112
2026/8/23 11:46,MW2044B24146,A45,A15953,-0.01285,53128.5,49671.2,3.24E+00,7.00E-04,17876
2026/8/23 11:46,MW2044B24149,A45,A15953,-0.06548,50535.6,52850.1,3.24E+00,7.50E-04,18017
2026/8/23 11:46,MW2045B68125,O,A25126,-0.0114,51142.1,49896.5,3.24E+00,6.10E-04,18063
2026/8/23 11:45,MW2045B68142,O,A25126,-0.02607,52587.9,49337.6,3.24E+00,6.20E-04,18196
2026/8/23 11:45,MW2045B68141,O,A25126,-0.02556,51629.7,54051.4,3.24E+00,6.10E-04,18126
2026/8/23 11:44,MW2044B24140,AC20,A25126,-0.05956,52093.7,52033.3,3.24E+00,8.60E-04,17898
2026/8/23 11:44,MW2044B24102,AC20,A25126,-0.05194,54763.4,51205.7,3.24E+00,8.30E-04,17930
2026/8/23 11:43,MW2044B24103,AC20,A25126,-0.06118,53676.6,53847.4,3.24E+00,8.70E-04,17978
2026/8/23 11:43,MW2044B24101,A44,A25126,-0.06541,54659.5,54666.1,3.24E+00,7.20E-04,17909
2026/8/23 11:43,MW2044B24100,A45,A25126,-0.02981,51978.6,50057.8,3.24E+00,7.30E-04,17906
2026/8/23 11:42,MW2044B24203,AC20,A25126,-0.05442,53694.9,52052.7,3.24E+00,8.60E-04,18212
2026/8/23 11:42,MW2045B63761,A45,A25126,-0.09755,51191.2,51208.5,3.24E+00,7.40E-04,17931
2026/8/23 11:41,MW2045B63760,A45,A25126,-0.02393,53096.5,52337.5,3.24E+00,7.90E-04,18020
2026/8/23 11:41,MW2045B63759,C45,A25126,-0.08218,52038.9,54140.4,3.23E+00,7.60E-04,18086
2026/8/23 11:41,MW2045B53933,O,A24264,-0.01332,52917.4,49288.9,3.23E+00,6.80E-04,17962
2026/8/23 11:40,MW2045B36416,O,A24264,-0.06953,54929.9,49346.4,3.23E+00,9.80E-04,18211
2026/8/23 11:40,MW2045B53931,O,A24264,-0.0711,51988.3,53897.4,3.23E+00,6.80E-04,18057
2026/8/23 11:39,MW2044B23890,O,A24264,-0.03277,52749.7,51941.9,3.24E+00,7.70E-04,18100
2026/8/23 11:39,MW2045B53936,O,A24264,-0.09086,50760.5,52554.1,3.23E+00,8.20E-04,18194
2026/8/23 11:39,MW2045B53789,O,A24264,-0.01235,54420.5,49137.8,3.24E+00,7.00E-04,18247
2026/8/23 11:38,MW2045B53788,O,A24264,-0.06269,51557.4,50609.7,3.24E+00,7.60E-04,18154
2026/8/23 11:38,MW2045B26100,O,A24264,-0.06584,53077.8,51168.6,3.23E+00,1.01E-03,18181
2026/8/23 11:37,MW2045B26101,O,A24264,-0.05498,51729.2,50920.3,3.23E+00,8.60E-04,18122
2026/8/23 11:37,MW2045B26083,O,A24264,-0.01558,54426.7,51001.5,3.23E+00,9.60E-04,18105
2026/8/23 11:37,MW2045B53790,O,A24264,-0.04273,51745.7,50363.1,3.23E+00,8.70E-04,18114
2026/8/23 11:36,MW2045B63487,A44,A24264,-0.0539,51886.4,50359.2,3.24E+00,8.00E-04,18093
2026/8/23 11:36,MW2045B55255,O,A22332,-0.07891,53054.3,50989.6,3.24E+00,8.60E-04,17980
2026/8/23 11:35,MW2045B55253,O,A22332,-0.07,53707.6,54289.4,3.24E+00,7.30E-04,18102
2026/8/23 11:35,MW2045B55254,O,A22332,-0.08846,51799.6,52669.3,3.24E+00,8.50E-04,18088
2026/8/23 11:34,MW2045B60664,O,A22332,-0.06842,50465.1,53413.6,3.24E+00,7.90E-04,18162
2026/8/23 11:34,MW2045B60585,O,A22332,-0.02748,52675.4,52869.6,3.24E+00,8.20E-04,17960
2026/8/23 11:34,MW2045B60588,O,A22332,-0.092,53217.3,54454.9,3.24E+00,8.30E-04,18113
2026/8/23 11:33,MW2045B60587,O,A22332,-0.07911,53050.1,50026.1,3.24E+00,8.60E-04,17997
2026/8/23 11:33,MW2045B60586,O,A22332,-0.07393,54325.1,53444.9,3.24E+00,7.60E-04,17887
2026/8/23 11:32,MW2045B60581,O,A22332,-0.03318,51272.7,54974.8,3.24E+00,8.00E-04,17923
2026/8/23 11:32,MW2045B60584,O,A22332,-0.0936,54636.9,50770.1,3.24E+00,8.80E-04,18095
2026/8/23 11:32,MW2045B55248,O,A22332,-0.00629,54782.2,52996.8,3.24E+00,7.00E-04,18032
2026/8/23 11:31,MW2045B55250,O,A22332,-0.0036,52404.5,53467.6,3.24E+00,8.40E-04,17880
