Time,PLCCellID_CE,PLCCellIDClass_CE,PLCTrayID_CE,K_Value,3.45V_mAH,3.5-2.8V_mAH,acirVP12_CE,acirRP12_CE
2026/8/25 06:12,MW2038B16676,B48,A13388,-0.02806,51739.3,52149.5,3.25E+00,4.90E-04
2026/8/25 06:12,MW2038B09051,C47,A15220,-0.04532,50453.7,51071.6,3.24E+00,6.10E-04
2026/8/25 06:12,MW2038B16675,A48,A13388,-0.07224,51253.8,50384.5,3.25E+00,5.10E-04
2026/8/25 06:11,MW2038B02949,A48,A15220,-0.086,54658.9,51189.2,3.24E+00,5.90E-04
2026/8/25 06:11,MW2038B16673,A48,A13388,-0.0388,52506.2,51338.1,3.25E+00,5.10E-04
2026/8/25 06:11,MW2038B16674,A48,A13388,-0.0348,54380.7,51275.7,3.25E+00,4.90E-04
2026/8/25 06:10,MW2038B02942,O,A15220,-0.06426,54695.2,50803.4,0.00E+00,0.00E+00
2026/8/25 06:10,MW2038B16950,A47,A13388,-0.0298,51512.4,49283.7,3.25E+00,5.10E-04
2026/8/25 06:10,MW2038B16949,C47,A13388,-0.08157,53561.1,51558.7,3.25E+00,5.30E-04
2026/8/25 06:09,MW2038B16955,A48,A13388,-0.07482,51846.7,54034.5,3.24E+00,5.20E-04
2026/8/25 06:09,MW2038B16954,A48,A13388,-0.0557,53602.2,51841.5,3.25E+00,5.00E-04
2026/8/25 06:09,MW2038B16946,B47,A13388,-0.05291,51102.7,49999.8,3.25E+00,5.10E-04
2026/8/25 06:08,MW2038B16963,B47,A13388,-0.072,53922.1,50835.6,3.25E+00,5.20E-04
2026/8/25 06:08,MW2038B16962,B47,A13388,-0.07535,51275.4,54776.1,3.25E+00,5.10E-04
2026/8/25 06:07,MW2038B16961,B47,A13388,-0.04218,50555.9,52853.3,3.25E+00,5.20E-04
2026/8/25 06:07,MW2038B16661,A47,A10077,-0.057,50343.3,51704.4,3.24E+00,5.30E-04
2026/8/25 06:06,MW2038B16662,A47,A10077,-0.09659,51927.4,54384.6,3.25E+00,4.90E-04
2026/8/25 06:06,MW2038B16659,A47,A10077,-0.0867,50812.1,52017.5,3.24E+00,5.10E-04
2026/8/25 06:05,MW2038B16660,A47,A10077,-0.08536,54099.7,54919.9,3.24E+00,5.10E-04
2026/8/25 06:05,MW2038B16921,A47,A10077,-0.03532,51904.8,50959.9,3.24E+00,5.00E-04
2026/8/25 06:05,MW2038B16922,A47,A10077,-0.0921,52609.2,54901.3,3.24E+00,4.90E-04
2026/8/25 06:04,MW2038B16899,A47,A10077,-0.02326,52563.8,54610.9,3.24E+00,5.10E-04
2026/8/25 06:04,MW2038B16900,A47,A10077,-0.017,51846.7,54840.4,3.25E+00,5.10E-04
2026/8/25 06:03,MW2038B16925,A47,A10077,-0.01664,53297.1,49955.9,3.24E+00,5.20E-04
2026/8/25 06:03,MW2038B16926,B46,A10077,-0.03747,53044.7,49778.8,3.25E+00,5.10E-04
2026/8/25 06:02,MW2038B16903,A46,A10077,-0.08353,52170.7,54682.9,3.25E+00,5.00E-04
2026/8/25 06:02,MW2038B02954,A48,A15220,-0.054,51401.8,53515.8,3.24E+00,5.90E-04
2026/8/25 06:02,MW2038B16904,A46,A10077,-0.09283,53343.2,52947.8,3.25E+00,5.00E-04
2026/8/25 06:02,MW2038B15445,A46,A01904,-0.03255,50478.4,50531.7,3.24E+00,6.00E-04
2026/8/25 06:01,MW2038B14054,A47,A21463,-0.03419,52082.7,54883.7,3.24E+00,5.20E-04
2026/8/25 06:01,MW2038B15444,B46,A01904,-0.09316,54014.3,51027.3,3.24E+00,6.00E-04
2026/8/25 06:01,MW2038B14055,A47,A21463,-0.02576,51981.6,54276.6,3.24E+00,5.20E-04
2026/8/25 06:01,MW2038B14068,A47,A21463,-0.08664,54421.8,50594.4,3.24E+00,4.90E-04
2026/8/25 06:01,MW2038B15443,B46,A01904,-0.0544,54553.2,54140.5,3.24E+00,5.90E-04
2026/8/25 06:00,MW2038B14072,A47,A21463,-0.08044,53597.8,50589.3,3.24E+00,4.80E-04
2026/8/25 06:00,MW2038B15442,B46,A01904,-0.02886,54746.1,54698.2,3.24E+00,6.10E-04
2026/8/25 06:00,MW2038B16936,B48,A01904,-0.05541,50456.7,53443.7,3.24E+00,6.20E-04
2026/8/25 06:00,MW2038B13806,A47,A21463,-0.07767,54840.3,51272.9,3.24E+00,4.90E-04
2026/8/25 05:59,MW2038B16937,A48,A01904,-0.07954,53745.2,52061.4,3.25E+00,6.10E-04
2026/8/25 05:59,MW2038B13810,A47,A21463,-0.03176,54811.3,50110.8,3.24E+00,4.80E-04
2026/8/25 05:59,MW2038B15439,B45,A01904,-0.04353,50855.2,50450.9,3.25E+00,6.00E-04
2026/8/25 05:59,MW2038B10343,A48,A21463,-0.02412,51101.7,49351.8,3.24E+00,5.30E-04
2026/8/25 05:58,MW2038B15438,B45,A01904,-0.03863,52597.7,54657.3,3.25E+00,6.00E-04
2026/8/25 05:58,MW2038B00017,A47,A21463,-0.03658,54526.4,53095.9,3.24E+00,5.40E-04
2026/8/25 05:58,MW2038B16646,A48,A01904,-0.04312,53769.7,49741.9,3.25E+00,6.10E-04
2026/8/25 05:58,MW2038B00019,AC20,A21463,-0.042,53144.7,51463.3,3.24E+00,8.60E-04
2026/8/25 05:58,MW2038B16685,A48,A01904,-0.06607,50411.1,49710.3,3.25E+00,6.10E-04
2026/8/25 05:57,MW2038B00020,A47,A21463,-0.03439,52498.4,51814.8,3.24E+00,5.20E-04
2026/8/25 05:57,MW2038B16686,A48,A01904,-0.0603,54586.5,51905.4,3.25E+00,6.10E-04
2026/8/25 05:57,MW2038B16687,A48,A01904,-0.0793,53256.4,51756.2,3.25E+00,6.10E-04
2026/8/25 05:57,MW2038B00256,A48,A21463,-0.06879,54397.8,51028.9,3.24E+00,5.30E-04
2026/8/25 05:57,MW2038B16653,A47,A17130,-0.06171,51183.7,54189.9,3.24E+00,6.10E-04
2026/8/25 05:56,MW2038B00262,C47,A21463,-0.0721,52750.8,54503.6,3.24E+00,5.30E-04
2026/8/25 05:56,MW2038B16652,B47,A17130,-0.08503,50500.9,50355.9,3.24E+00,6.10E-04
2026/8/25 05:56,MW2038B16905,A46,A14501,-0.03691,51910.6,52660.3,3.24E+00,5.20E-04
2026/8/25 05:56,MW2038B16651,B47,A17130,-0.0189,51266.6,52176.7,3.24E+00,6.10E-04
2026/8/25 05:55,MW2038B16906,A46,A14501,-0.07101,54738.6,51687.8,3.24E+00,5.10E-04
2026/8/25 05:55,MW2038B16650,A47,A17130,-0.01384,51955.3,49559.3,3.24E+00,6.00E-04
2026/8/25 05:55,MW2038B16907,A47,A14501,-0.05071,52887.4,53990.7,3.24E+00,5.30E-04
2026/8/25 05:55,MW2038B16042,A47,A17130,-0.02095,52152.9,49957.9,3.25E+00,5.20E-04
2026/8/25 05:55,MW2038B16908,A47,A14501,-0.09674,51827.1,54491.9,3.24E+00,5.00E-04
2026/8/25 05:54,MW2038B16079,A47,A17130,-0.08608,53366.1,51520.6,3.24E+00,6.10E-04
2026/8/25 05:54,MW2038B16896,A46,A14501,-0.08308,54334.7,53220.2,3.25E+00,5.00E-04
2026/8/25 05:54,MW2038B16627,A47,A17130,-0.07252,51261.2,50983.7,3.25E+00,6.30E-04
2026/8/25 05:53,MW2038B16610,A46,A14501,-0.0591,53806.7,52205.4,3.25E+00,5.00E-04
2026/8/25 05:53,MW2038B13575,B45,A14501,-0.07687,53382.3,51711.1,3.25E+00,5.00E-04
2026/8/25 05:52,MW2038B13730,B45,A14501,-0.08083,50387.5,54861.3,3.25E+00,5.00E-04
2026/8/25 05:52,MW2038B16613,A46,A14501,-0.03368,54214.2,50153.3,3.25E+00,5.00E-04
2026/8/25 05:51,MW2038B16614,B46,A14501,-0.02683,54429.6,54941.4,3.25E+00,5.40E-04
2026/8/25 05:51,MW2038B16615,B46,A14501,-0.04826,51931.8,49760.3,3.25E+00,5.10E-04
2026/8/25 05:51,MW2038B16616,B46,A14501,-0.0393,54417.8,53694.7,3.25E+00,5.10E-04
2026/8/25 05:51,MW2038B16647,A47,A17130,-0.08697,51615.4,49699.7,3.24E+00,6.00E-04
2026/8/25 05:50,MW2038B00260,A47,A00358,-0.02714,52403.3,49738.4,3.24E+00,5.30E-04
2026/8/25 05:50,MW2038B16608,A47,A17130,-0.09952,53564.4,51283.2,3.24E+00,6.00E-04
2026/8/25 05:50,MW2038B16607,KEF,A17130,-0.05481,53919.6,54228.4,3.24E+00,6.10E-04
2026/8/25 05:50,MW2038B00259,C47,A00358,-0.0516,52947.9,50504.1,3.24E+00,5.30E-04
2026/8/25 05:49,MW2038B16606,B47,A17130,-0.03692,51153.3,52967.6,3.24E+00,6.20E-04
2026/8/25 05:49,MW2038B00018,C48,A00358,-0.06463,53984.7,53961.6,3.24E+00,5.60E-04
2026/8/25 05:49,MW2038B12807,A49,A05951,-0.05301,54858.9,49335.8,3.24E+00,5.60E-04
2026/8/25 05:49,MW2038B00263,C47,A00358,-0.0545,52989.3,52005.1,3.24E+00,5.30E-04
2026/8/25 05:49,MW2038B12808,A48,A05951,-0.07094,51465.7,50906.2,3.24E+00,5.60E-04
2026/8/25 05:48,MW2038B10342,C47,A00358,-0.07078,52803.7,49400.6,3.24E+00,5.20E-04
2026/8/25 05:48,MW2038B12803,A48,A05951,-0.01533,54729.9,50261.5,3.24E+00,5.60E-04
2026/8/25 05:48,MW2038B02989,A47,A00358,-0.04409,50815.6,52221.3,3.25E+00,5.10E-04
2026/8/25 05:48,MW2038B12801,A48,A05951,-0.0291,53814.9,49469.3,3.24E+00,5.70E-04
2026/8/25 05:47,MW2038B02988,A47,A00358,-0.03742,53009.6,50737.7,3.25E+00,5.00E-04
2026/8/25 05:47,MW2038B16681,A49,A05951,-0.09994,52103.8,54299.1,3.24E+00,6.10E-04
2026/8/25 05:47,MW2038B02990,A47,A00358,-0.03335,51897.5,51576.8,3.25E+00,5.10E-04
2026/8/25 05:47,MW2038B16682,C49,A05951,-0.01164,54493.6,53140.3,3.24E+00,6.10E-04
2026/8/25 05:46,MW2038B03004,A47,A00358,-0.02153,51452.3,54097.1,3.25E+00,4.90E-04
2026/8/25 05:46,MW2038B12815,A49,A05951,-0.01646,51558.3,53988.5,3.25E+00,5.70E-04
2026/8/25 05:46,MW2038B02991,C47,A00358,-0.08758,52293.9,51750.6,3.25E+00,5.30E-04
2026/8/25 05:46,MW2038B12813,A48,A05951,-0.01112,54879.2,49570.1,3.24E+00,5.70E-04
2026/8/25 05:46,MW2038B02995,A46,A00358,-0.08771,51643.3,49597.4,3.25E+00,5.30E-04
2026/8/25 05:45,MW2038B15449,A46,A05951,-0.02227,54732.8,53767.1,3.25E+00,6.00E-04
2026/8/25 05:45,MW2038B02893,A47,A00358,-0.02659,52913.6,49720.4,3.25E+00,4.80E-04
2026/8/25 05:45,MW2038B15447,B46,A05951,-0.02391,52512.6,51767.2,3.24E+00,5.90E-04
2026/8/25 05:45,MW2038B16617,A46,A24902,-0.02019,54692.5,53679.1,3.25E+00,5.20E-04
2026/8/25 05:45,MW2038B15448,B46,A05951,-0.04346,51749.5,54687.4,3.24E+00,6.00E-04
2026/8/25 05:44,MW2038B16624,A46,A24902,-0.0417,52175.3,54549.3,3.25E+00,5.10E-04
2026/8/25 05:44,MW2038B15446,B46,A05951,-0.09543,51408.4,54932.1,3.24E+00,6.10E-04
2026/8/25 05:44,MW2038B16625,B46,A24902,-0.01823,51044.1,52293.4,3.25E+00,5.10E-04
2026/8/25 05:16,MW2038B02945,A48,A01565,-0.0834,52169.6,54498.5,3.25E+00,5.70E-04
2026/8/25 05:16,MW2038B16626,A46,A24902,-0.08901,52152.2,53084.7,3.25E+00,5.00E-04
2026/8/25 05:16,MW2038B02950,A48,A01565,-0.05559,52290.6,53898.8,3.25E+00,5.70E-04
2026/8/25 05:16,MW2038B16897,A46,A24902,-0.0502,53734.7,54409.3,3.25E+00,5.30E-04
2026/8/25 05:16,MW2038B02956,A48,A01565,-0.03899,54740.3,49728.1,3.25E+00,6.00E-04
2026/8/25 05:16,MW2038B16898,A46,A24902,-0.01952,50411.9,54396.7,3.25E+00,5.10E-04
2026/8/25 05:15,MW2038B02960,A48,A01565,-0.03105,53004.4,54294.7,3.25E+00,5.90E-04
2026/8/25 05:15,MW2038B16490,A48,A24902,-0.06694,52845.4,50912.4,3.25E+00,5.00E-04
2026/8/25 05:15,MW2038B02955,A48,A01565,-0.098,52775.8,51723.4,3.25E+00,5.80E-04
2026/8/25 05:15,MW2038B16489,A48,A24902,-0.01402,51550.5,53317.3,3.25E+00,5.20E-04
2026/8/25 05:15,MW2038B02959,A48,A01565,-0.08257,52321.2,50269.2,3.25E+00,5.90E-04
2026/8/25 05:14,MW2038B16901,C47,A24902,-0.02351,51600.8,50002.2,3.25E+00,5.10E-04
2026/8/25 05:14,MW2038B16902,A47,A24902,-0.02584,53814.6,51162.1,3.25E+00,5.20E-04
2026/8/25 05:13,MW2038B16915,A47,A24902,-0.07865,54618.4,54147.5,3.25E+00,5.20E-04
2026/8/25 05:13,MW2038B16916,A47,A24902,-0.08992,50433.1,54377.3,3.25E+00,5.10E-04
2026/8/25 05:12,MW2038B07173,A48,A17616,-0.03784,52544.9,49284.9,3.25E+00,5.20E-04
2026/8/25 05:12,MW2038B03088,A47,A01565,-0.0411,53836.8,53250.3,3.25E+00,6.20E-04
2026/8/25 05:12,MW2038B07174,A48,A17616,-0.0992,51729.3,49243.6,3.25E+00,5.20E-04
2026/8/25 05:12,MW2038B13690,A47,A01565,-0.0476,52659.9,51146.9,3.25E+00,6.30E-04
2026/8/25 05:12,MW2038B07175,A48,A17616,-0.09684,51547.9,51732.1,3.25E+00,5.20E-04
2026/8/25 05:11,MW2038B02904,C48,A01565,-0.04413,51550.1,50548.1,3.25E+00,5.90E-04
2026/8/25 05:11,MW2038B16703,A48,A17616,-0.06878,50389.9,53395.3,3.24E+00,5.00E-04
2026/8/25 05:11,MW2038B02905,A48,A01565,-0.08286,52878.7,54585.3,3.25E+00,5.80E-04
2026/8/25 05:11,MW2038B02917,A47,A01565,-0.03347,53760.6,53826.3,3.25E+00,6.10E-04
2026/8/25 05:11,MW2038B16939,A48,A17616,-0.02038,51498.4,54814.7,3.25E+00,5.10E-04
2026/8/25 05:10,MW2038B02913,A47,A01565,-0.04935,53302.4,54549.7,3.25E+00,6.10E-04
2026/8/25 05:10,MW2038B16938,A48,A17616,-0.06375,54446.3,52850.7,3.25E+00,5.20E-04
2026/8/25 05:10,MW2038B16483,A47,A12776,-0.07723,53457.1,53775.1,3.25E+00,6.00E-04
2026/8/25 05:10,MW2038B16948,B47,A17616,-0.01555,54339.5,49570.6,3.25E+00,5.10E-04
2026/8/25 05:10,MW2038B16485,C48,A12776,-0.05157,53195.1,53951.5,3.25E+00,6.10E-04
2026/8/25 05:09,MW2038B16947,B48,A17616,-0.03264,52538.1,50695.1,3.25E+00,5.20E-04
2026/8/25 05:09,MW2038B16487,KEF,A12776,-0.08455,50441.5,52360.8,3.25E+00,6.00E-04
2026/8/25 05:09,MW2038B16935,B48,A17616,-0.03914,53616.3,49984.2,3.25E+00,5.20E-04
2026/8/25 05:09,MW2038B16488,B48,A12776,-0.03611,54376.1,52340.5,3.24E+00,6.10E-04
2026/8/25 05:08,MW2038B16934,B48,A17616,-0.0934,52696.5,50070.5,3.25E+00,5.30E-04
2026/8/25 05:08,MW2038B16779,A46,A12776,-0.0572,53251.6,53594.8,3.25E+00,6.00E-04
2026/8/25 05:08,MW2038B16933,B48,A17616,-0.03017,53233.4,53066.2,3.24E+00,5.10E-04
2026/8/25 05:08,MW2038B16778,A46,A12776,-0.05414,52784.6,54373.4,3.25E+00,6.10E-04
2026/8/25 05:07,MW2038B16932,A48,A17616,-0.02619,54685.2,49643.1,3.25E+00,5.20E-04
2026/8/25 05:07,MW2038B13574,B45,A12776,-0.06992,52082.8,51905.6,3.25E+00,6.00E-04
2026/8/25 05:07,MW2038B15251,A47,A18079,-0.07922,54244.6,51771.6,3.25E+00,5.00E-04
2026/8/25 05:07,MW2038B13573,B45,A12776,-0.03614,54270.6,52839.9,3.25E+00,5.90E-04
2026/8/25 05:07,MW2038B16920,A47,A12776,-0.03364,50300.6,52596.7,3.25E+00,6.10E-04
2026/8/25 05:06,MW2038B15250,A47,A18079,-0.08523,54826.1,54594.4,3.25E+00,5.00E-04
2026/8/25 05:06,MW2038B16919,A47,A12776,-0.043,50772.7,54987.8,3.25E+00,6.10E-04
2026/8/25 05:06,MW2038B15249,A47,A18079,-0.04304,50860.9,54576.2,3.25E+00,5.00E-04
2026/8/25 05:06,MW2038B16918,A47,A12776,-0.0781,53733.7,49909.6,3.25E+00,6.10E-04
2026/8/25 05:06,MW2038B15248,A47,A18079,-0.09216,51663.6,53239.5,3.25E+00,5.10E-04
2026/8/25 05:05,MW2038B16917,A47,A12776,-0.04843,51211.2,51502.1,3.25E+00,6.00E-04
2026/8/25 05:05,MW2038B02976,KEF,A18079,-0.02109,52235.9,54294.9,3.25E+00,5.20E-04
2026/8/25 05:05,MW2038B16637,B47,A17134,-0.04652,52375.5,52348.1,3.25E+00,6.10E-04
2026/8/25 05:05,MW2038B02965,A47,A18079,-0.0226,54735.7,49331.2,3.25E+00,5.10E-04
2026/8/25 05:05,MW2038B16638,B47,A17134,-0.09744,50531.9,49740.3,3.25E+00,6.10E-04
2026/8/25 05:04,MW2038B15264,A48,A18079,-0.08796,54160.7,53411.3,3.24E+00,5.20E-04
2026/8/25 05:04,MW2038B16644,B47,A17134,-0.03034,53271.9,53218.7,3.25E+00,6.00E-04
2026/8/25 05:04,MW2038B15263,A48,A18079,-0.0766,54402.9,52556.4,3.24E+00,5.10E-04
2026/8/25 05:04,MW2038B16640,C47,A17134,-0.01214,54837.5,52399.9,3.24E+00,6.10E-04
2026/8/25 05:03,MW2038B16639,A47,A17134,-0.06299,53766.9,51622.6,3.24E+00,6.00E-04
2026/8/25 05:03,MW2038B15262,A48,A18079,-0.07526,52975.1,50848.4,3.24E+00,5.10E-04
2026/8/25 05:03,MW2038B16698,A48,A17134,-0.08537,53110.3,52040.6,3.25E+00,6.00E-04
2026/8/25 05:03,MW2038B15260,A48,A18079,-0.05857,51376.3,54191.6,3.24E+00,5.10E-04
2026/8/25 05:02,MW2038B14932,B44,A17134,-0.01144,52500.2,52433.6,3.25E+00,6.00E-04
2026/8/25 05:02,MW2038B15259,A48,A18079,-0.03084,54024.5,51769.4,3.24E+00,5.10E-04
2026/8/25 05:02,MW2038B15258,A48,A18079,-0.07581,54836.3,50919.2,3.24E+00,5.20E-04
2026/8/25 05:01,MW2038B16943,B47,A22401,-0.01034,54007.7,51725.6,3.25E+00,5.10E-04
2026/8/25 05:01,MW2038B16942,B47,A22401,-0.0854,51730.7,49343.2,3.25E+00,5.00E-04
2026/8/25 05:01,MW2038B16941,B47,A22401,-0.0707,53449.3,49429.7,3.25E+00,5.10E-04
2026/8/25 05:00,MW2038B16940,A47,A22401,-0.04741,52156.2,52885.1,3.25E+00,5.10E-04
2026/8/25 05:00,MW2038B16670,A47,A22401,-0.04335,53966.1,49277.2,3.25E+00,4.90E-04
2026/8/25 05:00,MW2038B16976,A47,A17134,-0.08995,51299.7,52505.9,3.25E+00,6.10E-04
2026/8/25 04:59,MW2038B16978,A47,A17134,-0.01877,54750.8,54064.1,3.25E+00,6.10E-04
2026/8/25 04:59,MW2038B16671,A48,A22401,-0.01308,52112.9,54139.5,3.25E+00,4.90E-04
2026/8/25 04:59,MW2038B16979,A47,A17134,-0.09024,51532.3,51740.5,3.25E+00,6.20E-04
2026/8/25 04:59,MW2038B16611,A47,A22401,-0.03069,51451.7,52335.7,3.24E+00,4.90E-04
2026/8/25 04:58,MW2038B16612,A47,A22401,-0.07991,53066.3,50977.8,3.24E+00,5.00E-04
2026/8/25 04:55,MW2038B16666,A47,A22401,-0.06705,50979.4,52207.6,3.24E+00,5.20E-04
2026/8/25 04:52,MW2038B16981,A47,A17134,-0.02953,51868.2,51085.2,3.25E+00,6.00E-04
2026/8/25 04:52,MW2038B16668,A47,A22401,-0.09432,52178.6,50235.8,3.25E+00,5.00E-04
2026/8/25 04:52,MW2038B03002,A47,A14561,-0.08779,54050.4,53110.3,3.25E+00,6.00E-04
2026/8/25 04:51,MW2038B16667,A47,A22401,-0.06094,54308.7,49396.9,3.25E+00,5.10E-04
2026/8/25 04:51,MW2038B02972,A48,A14561,-0.0302,51270.5,54813.2,3.25E+00,6.20E-04
2026/8/25 04:51,MW2038B16669,B47,A22401,-0.0667,50332.1,53460.5,3.25E+00,5.00E-04
2026/8/25 04:51,MW2038B02977,A47,A14561,-0.0768,52785.5,54446.2,3.25E+00,6.30E-04
2026/8/25 04:50,MW2038B16740,B47,A19413,-0.02159,51465.8,53078.3,3.25E+00,5.10E-04
2026/8/25 04:50,MW2038B02971,A47,A14561,-0.0185,52535.1,51927.4,3.25E+00,6.20E-04
2026/8/25 04:50,MW2038B02970,A47,A14561,-0.09558,53831.4,52078.3,3.25E+00,6.30E-04
2026/8/25 04:50,MW2038B16741,B47,A19413,-0.03884,52912.7,49745.8,3.25E+00,4.90E-04
2026/8/25 04:50,MW2038B02963,A47,A14561,-0.03909,51620.2,54654.9,3.24E+00,6.10E-04
2026/8/25 04:49,MW2038B16742,C47,A19413,-0.0185,50712.7,51999.2,3.25E+00,5.10E-04
2026/8/25 04:49,MW2038B16093,C46,A14561,-0.05666,51174.4,52017.9,3.25E+00,6.10E-04
2026/8/25 04:49,MW2038B16743,A46,A19413,-0.01568,53363.1,49373.9,3.25E+00,5.10E-04
2026/8/25 04:49,MW2038B07207,A47,A14561,-0.01877,50924.3,53990.6,3.25E+00,6.20E-04
2026/8/25 04:48,MW2038B16744,A46,A19413,-0.04189,50760.9,52611.4,3.25E+00,5.00E-04
2026/8/25 04:48,MW2038B16657,A47,A14561,-0.02333,53234.6,49231.4,3.24E+00,6.00E-04
2026/8/25 04:48,MW2038B17002,A48,A19413,-0.09891,54769.7,50784.7,3.25E+00,5.20E-04
2026/8/25 04:48,MW2038B16656,A47,A14561,-0.0572,54127.5,53583.7,3.24E+00,6.00E-04
2026/8/25 04:48,MW2038B01981,A46,A19413,-0.09576,51952.2,51690.1,3.25E+00,5.20E-04
2026/8/25 04:47,MW2038B16655,A47,A14561,-0.04346,51697.4,49852.3,3.24E+00,6.10E-04
2026/8/25 04:47,MW2038B16980,A47,A19413,-0.09162,51057.4,53304.8,3.25E+00,5.20E-04
2026/8/25 04:47,MW2038B16654,A47,A14561,-0.0729,54631.4,54291.1,3.24E+00,6.10E-04
2026/8/25 04:47,MW2038B16986,A47,A19413,-0.0368,50551.4,53291.5,3.25E+00,5.10E-04
2026/8/25 04:47,MW2038B16913,A46,A22373,-0.01679,52452.2,49972.9,3.25E+00,6.00E-04
2026/8/25 04:46,MW2038B16912,A46,A22373,-0.09048,52904.8,50165.8,3.25E+00,6.00E-04
2026/8/25 04:46,MW2038B16984,A47,A19413,-0.0941,50736.4,49583.3,3.25E+00,5.10E-04
2026/8/25 04:46,MW2038B16911,A46,A22373,-0.06562,53691.7,50722.8,3.25E+00,6.00E-04
2026/8/25 04:46,MW2038B16983,A47,A19413,-0.0893,53010.6,54779.6,3.25E+00,5.00E-04
2026/8/25 04:45,MW2038B16909,A46,A22373,-0.0843,53741.8,49781.2,3.25E+00,6.10E-04
2026/8/25 04:45,MW2038B16982,A47,A19413,-0.03231,53621.6,50008.3,3.25E+00,4.80E-04
2026/8/25 04:45,MW2038B16665,A47,A22373,-0.04524,51540.5,54189.3,3.25E+00,6.10E-04
2026/8/25 04:45,MW2038B16765,A45,A00114,-0.05806,53627.1,50651.4,3.25E+00,5.10E-04
2026/8/25 04:45,MW2038B16664,A47,A22373,-0.0535,54935.1,50049.3,3.24E+00,6.10E-04
2026/8/25 04:44,MW2038B16766,A46,A00114,-0.08301,53342.4,53976.1,3.25E+00,5.10E-04
2026/8/25 04:44,MW2038B16891,A47,A22373,-0.09718,50443.4,51365.4,3.25E+00,6.10E-04
2026/8/25 04:44,MW2038B16767,A46,A00114,-0.05805,51992.8,54975.6,3.25E+00,5.10E-04
2026/8/25 04:44,MW2038B16769,A47,A22373,-0.08096,54623.9,50275.7,3.25E+00,6.10E-04
2026/8/25 04:44,MW2038B16768,A46,A00114,-0.0212,50585.8,50032.1,3.25E+00,5.10E-04
2026/8/25 04:43,MW2038B17001,B48,A22373,-0.05858,51410.7,53429.3,3.24E+00,6.10E-04
2026/8/25 04:43,MW2038B16628,A47,A00114,-0.05905,51588.9,50575.6,3.25E+00,5.20E-04
2026/8/25 04:43,MW2038B16958,B47,A22373,-0.02002,50734.8,53183.5,3.25E+00,6.20E-04
2026/8/25 04:43,MW2038B16629,A46,A00114,-0.03302,54237.8,52358.7,3.25E+00,5.30E-04
2026/8/25 04:43,MW2038B16959,B47,A22373,-0.0884,52989.1,54935.5,3.25E+00,6.10E-04
2026/8/25 04:42,MW2038B16648,A47,A00114,-0.01159,50336.7,53524.6,3.25E+00,5.20E-04
2026/8/25 04:42,MW2038B16960,B47,A22373,-0.04076,51648.4,51412.9,3.25E+00,6.20E-04
2026/8/25 04:42,MW2038B16688,A48,A25203,-0.05837,54659.3,51555.6,3.25E+00,6.10E-04
2026/8/25 04:42,MW2038B16649,A47,A00114,-0.02204,50388.8,52997.5,3.24E+00,5.30E-04
2026/8/25 04:41,MW2038B16689,A48,A25203,-0.0855,52318.7,54028.8,3.25E+00,6.10E-04
2026/8/25 04:41,MW2038B16632,B47,A00114,-0.07709,52950.8,52680.5,3.25E+00,5.20E-04
2026/8/25 04:41,MW2038B16690,A48,A25203,-0.01832,52729.7,50209.8,3.25E+00,6.20E-04
2026/8/25 04:41,MW2038B16633,B47,A00114,-0.0152,53267.9,53948.3,3.25E+00,5.40E-04
2026/8/25 04:40,MW2038B16697,C48,A25203,-0.0143,51306.6,53811.2,3.25E+00,6.10E-04
2026/8/25 04:40,MW2038B16634,A47,A00114,-0.03027,50458.6,50838.6,3.25E+00,5.40E-04
2026/8/25 04:40,MW2038B12811,C48,A25203,-0.03621,50723.6,49276.3,3.25E+00,5.70E-04
2026/8/25 04:40,MW2038B16635,A47,A00114,-0.09254,51939.7,50497.1,3.25E+00,5.20E-04
2026/8/25 04:40,MW2038B12810,A48,A25203,-0.05617,52868.9,49982.6,3.25E+00,5.80E-04
2026/8/25 04:39,MW2038B16482,B47,A22252,-0.04644,54340.2,51240.4,3.25E+00,5.30E-04
2026/8/25 04:39,MW2038B16965,A46,A25203,-0.0642,50594.9,51646.5,3.25E+00,6.00E-04
2026/8/25 04:39,MW2038B16453,B47,A22252,-0.04627,53447.9,54757.4,3.25E+00,5.10E-04
2026/8/25 04:39,MW2038B16964,A46,A25203,-0.03624,54015.4,52562.5,3.25E+00,6.00E-04
2026/8/25 04:38,MW2038B16451,KEF,A22252,-0.05495,52767.1,50731.3,3.25E+00,5.20E-04
2026/8/25 04:38,MW2038B01959,A46,A25203,-0.0396,51695.6,51706.3,3.25E+00,6.10E-04
2026/8/25 04:38,MW2038B16658,A46,A25203,-0.0843,54324.7,50953.3,3.25E+00,6.00E-04
2026/8/25 04:38,MW2038B16505,A47,A22252,-0.077,54907.5,49237.3,3.25E+00,5.20E-04
2026/8/25 04:38,MW2038B16517,KGH,A22252,-0.04702,53106.7,54184.7,3.25E+00,5.10E-04
2026/8/25 04:37,MW2038B16516,A48,A22252,-0.089,51937.4,49291.4,3.25E+00,5.10E-04
2026/8/25 04:37,MW2038B16515,B47,A22252,-0.02558,53950.6,50397.4,3.25E+00,5.10E-04
2026/8/25 04:36,MW2038B16636,A46,A25203,-0.09308,53573.1,51538.9,3.25E+00,6.20E-04
