ID,Time,PLCCellID_CE,PLCCellIDClass_CE,BacirEchk_CE,MESSENDOUTCELLPOS,MESSENDOUTCELLID,PLCTrayID_CE,K_Value,3.45V_mAH,3.5-2.8V_mAH,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE,PLCStartTime_CE,PLCCompleteTme_CE
1819849,2026/8/19 10:49,MW2045B03719,AC20,NULL,10,                    ,A21308,-0.00786,51174.9,52375.9,3.23E+00,8.30E-04,18197,NULL,268
1819848,2026/8/19 10:49,MW2045B48396,AC20,NULL,10,                    ,A21308,-0.0047,53031.8,52055.2,3.23E+00,8.80E-04,18031,NULL,268
1819847,2026/8/19 10:48,MW2044B20291,AC20,NULL,10,                    ,A21308,-0.00175,51674.4,53814.9,3.23E+00,9.00E-04,17813,NULL,268
1819846,2026/8/19 10:48,MW2045B50468,AC20,NULL,10,                    ,A21308,-0.00523,52845.9,52779.9,3.24E+00,8.70E-04,17914,NULL,268
1819845,2026/8/19 10:48,MW2045B38459,AC20,NULL,10,                    ,A16054,-0.00761,54367.7,51460.4,3.24E+00,8.80E-04,18331,NULL,268
1819844,2026/8/19 10:48,MW2045B17409,O,NULL,1,NULL,A07622,-0.0095,52105.1,51424.1,0.00E+00,0.00E+00,18540,NULL,268
1819843,2026/8/19 10:47,MW2045B38440,AC20,NULL,10,                    ,A16054,-0.00752,50788.2,51568.7,3.24E+00,8.10E-04,18144,NULL,268
1819842,2026/8/19 10:47,MW2045B38184,AC20,NULL,10,                    ,A16054,-0.00952,53582.3,53055.3,3.24E+00,8.80E-04,18279,NULL,268
1819841,2026/8/19 10:46,MW2045B09576,AC20,NULL,10,                    ,A16054,-0.00677,54777.4,54965.5,3.24E+00,8.50E-04,18246,NULL,268
1819840,2026/8/19 10:46,MW2045B52097,AC20,NULL,10,                    ,A16054,-0.00862,50653.2,51582.7,3.24E+00,8.50E-04,18247,NULL,268
1819839,2026/8/19 10:45,MW2045B52147,AC20,NULL,10,                    ,A16054,-0.0048,51598.9,51895.4,3.24E+00,8.30E-04,18122,NULL,268
1819838,2026/8/19 10:45,MW2045B52096,AC20,NULL,10,                    ,A16054,-0.00405,51128.2,52787.6,3.24E+00,8.80E-04,18225,NULL,268
1819837,2026/8/19 10:45,MW2045B17393,A46,NULL,6,NULL,A07622,-0.00809,52370.8,53434.4,3.23E+00,7.40E-04,18662,NULL,268
1819836,2026/8/19 10:45,MW2045B54828,AC20,NULL,10,                    ,A16054,-0.00387,54039.2,50401.6,3.24E+00,8.60E-04,18169,NULL,268
1819835,2026/8/19 10:44,MW2045B06454,A45,NULL,5,NULL,A07622,-0.00626,50730.5,51618.8,3.23E+00,7.60E-04,18823,NULL,268
1819834,2026/8/19 10:44,MW2045B59414,AC20,NULL,10,                    ,A16054,-0.00879,54855.8,51153.7,3.24E+00,8.50E-04,18149,NULL,268
1819833,2026/8/19 10:44,MW2045B17689,C45,NULL,22,NULL,A07622,-0.0091,54406.7,52325.5,3.23E+00,7.50E-04,18685,NULL,268
1819832,2026/8/19 10:44,MW2045B59413,AC20,NULL,10,                    ,A16054,-0.0038,50181.4,51468.8,3.24E+00,8.70E-04,18042,NULL,268
1819831,2026/8/19 10:43,MW2045B36886,A46,NULL,6,NULL,A07622,-0.00957,53746.7,52073.5,3.23E+00,7.30E-04,18745,NULL,268
1819830,2026/8/19 10:43,MW2045B59412,AC20,NULL,10,                    ,A16054,-0.00411,53973.6,52794.3,3.24E+00,8.70E-04,18113,NULL,268
1819829,2026/8/19 10:43,MW2045B36900,A45,NULL,5,NULL,A07622,-0.00719,51285.5,50545.8,3.24E+00,8.00E-04,18790,NULL,268
1819828,2026/8/19 10:43,MW2045B59411,AC20,NULL,10,                    ,A16054,-0.0067,53324.4,50823.7,3.24E+00,8.50E-04,18005,NULL,268
1819827,2026/8/19 10:43,MW2045B37023,A46,NULL,6,NULL,A07622,-0.00389,53187.2,52220.5,3.23E+00,7.90E-04,18940,NULL,268
1819826,2026/8/19 10:43,MW2045B05930,AC20,NULL,10,                    ,A15562,-0.0081,53825.1,53650.8,3.23E+00,9.00E-04,18180,NULL,268
1819825,2026/8/19 10:42,MW2045B05929,AC20,NULL,10,                    ,A15562,-0.00885,52144.7,53644.9,3.23E+00,8.30E-04,18114,NULL,268
1819824,2026/8/19 10:42,MW2045B52943,AC20,NULL,10,NULL,A07622,-0.00709,52463.7,54152.4,3.24E+00,8.20E-04,18599,NULL,268
1819823,2026/8/19 10:42,MW2045B05926,AC20,NULL,10,                    ,A15562,-0.00132,50562.2,54081.8,3.23E+00,8.50E-04,18259,NULL,268
1819822,2026/8/19 10:42,MW2045B22070,B46,NULL,13,NULL,A24564,-0.00908,53305.1,52875.7,3.23E+00,7.40E-04,18821,NULL,268
1819821,2026/8/19 10:41,MW2045B05925,AC20,NULL,10,                    ,A15562,-0.00543,54022.2,54170.6,3.23E+00,9.10E-04,18109,NULL,268
1819820,2026/8/19 10:41,MW2044B13736,A44,NULL,4,NULL,A24564,-0.00804,54488.3,51832.5,3.23E+00,7.70E-04,18421,NULL,268
1819819,2026/8/19 10:41,MW2045B05924,AC20,NULL,10,                    ,A15562,-0.00101,54382.5,50498.4,3.23E+00,8.50E-04,18194,NULL,268
1819818,2026/8/19 10:41,MW2044B07118,A46,NULL,6,NULL,A24564,-0.00404,54550.3,52627.5,3.23E+00,7.70E-04,18594,NULL,268
1819817,2026/8/19 10:41,MW2045B05923,AC20,NULL,10,                    ,A15562,-0.00677,50795.6,51772.2,3.23E+00,9.10E-04,18120,NULL,268
1819816,2026/8/19 10:40,MW2044B07117,A46,NULL,6,NULL,A24564,-0.00192,52178.9,52362.4,3.23E+00,7.30E-04,18564,NULL,268
1819815,2026/8/19 10:40,MW2045B01431,AC20,NULL,10,                    ,A15562,-0.00889,53796.9,51121.1,3.23E+00,8.40E-04,18050,NULL,268
1819814,2026/8/19 10:40,MW2045B08607,A45,NULL,5,NULL,A24564,-0.00246,54042.6,53708.7,3.23E+00,8.00E-04,18664,NULL,268
1819813,2026/8/19 10:40,MW2045B16264,AC20,NULL,10,                    ,A15562,-0.00225,53725.9,53173.2,3.23E+00,8.80E-04,18252,NULL,268
1819812,2026/8/19 10:39,MW2045B29236,C46,NULL,23,NULL,A24564,-0.00404,51896.8,54212.2,3.23E+00,7.80E-04,18780,NULL,268
1819811,2026/8/19 10:39,MW2045B13426,AC20,NULL,10,                    ,A15562,-0.00133,51465.5,50461.5,3.23E+00,8.30E-04,18355,NULL,268
1819810,2026/8/19 10:39,MW2045B29235,C47,NULL,24,NULL,A24564,-0.00565,52533.1,51639.9,3.23E+00,7.30E-04,18711,NULL,268
1819809,2026/8/19 10:39,MW2044B04070,AC20,NULL,10,                    ,A15562,-0.00982,51838.7,50641.5,3.23E+00,8.50E-04,18412,NULL,268
1819808,2026/8/19 10:39,MW2045B29234,C46,NULL,23,NULL,A24564,-0.00925,54226.2,53738.2,3.23E+00,7.60E-04,18663,NULL,268
1819807,2026/8/19 10:39,MW2045B03824,AC20,NULL,10,                    ,A15562,-0.00356,53477.6,50173.7,3.23E+00,8.70E-04,18086,NULL,268
1819806,2026/8/19 10:38,MW2045B04234,AC20,NULL,10,                    ,A15562,-0.00102,50671.6,52675.9,3.23E+00,8.20E-04,18296,NULL,268
1819805,2026/8/19 10:38,MW2045B29233,C46,NULL,23,NULL,A24564,-0.0091,51192.3,51741.8,3.23E+00,7.80E-04,18724,NULL,268
1819804,2026/8/19 10:38,MW2045B21448,A46,NULL,6,NULL,A24564,-0.00528,50101.3,51728.1,3.23E+00,7.40E-04,18831,NULL,268
1819803,2026/8/19 10:37,MW2044B16664,AC20,NULL,10,                    ,A07487,-0.00727,53942.1,52026.2,3.23E+00,8.80E-04,18394,NULL,268
1819802,2026/8/19 10:37,MW2045B21710,A44,NULL,4,NULL,A24564,-0.00374,53924.5,50909.9,3.23E+00,7.80E-04,18742,NULL,268
1819801,2026/8/19 10:37,MW2044B16669,AC20,NULL,10,                    ,A07487,-0.00777,52356.1,53628.2,3.24E+00,9.10E-04,18439,NULL,268
1819800,2026/8/19 10:37,MW2045B30042,AC20,NULL,10,NULL,A24564,-0.0043,51887.8,53814.9,3.23E+00,8.10E-04,18715,NULL,268
1819799,2026/8/19 10:37,MW2044B16673,AC20,NULL,10,                    ,A07487,-0.0039,53375.2,50323.8,3.23E+00,8.80E-04,18324,NULL,268
1819798,2026/8/19 10:36,MW2044B06847,A46,NULL,6,NULL,A03244,-0.00962,51374.7,54911.2,3.23E+00,7.70E-04,18371,NULL,268
1819797,2026/8/19 10:36,MW2044B16668,AC20,NULL,10,                    ,A07487,-0.00507,50793.8,52910.3,3.23E+00,8.60E-04,18425,NULL,268
1819796,2026/8/19 10:36,MW2044B06848,A46,NULL,6,NULL,A03244,-0.00642,52954.1,52521.9,3.23E+00,7.60E-04,18467,NULL,268
1819795,2026/8/19 10:36,MW2044B16674,AC20,NULL,10,                    ,A07487,-0.0066,53712.4,53351.4,3.23E+00,8.70E-04,18289,NULL,268
1819794,2026/8/19 10:35,MW2044B16097,A46,NULL,6,NULL,A03244,-0.00643,53744.8,51980.9,3.24E+00,7.90E-04,18772,NULL,268
1819793,2026/8/19 10:35,MW2044B20306,AC20,NULL,10,                    ,A07487,-0.00312,54003.3,51733.4,3.23E+00,8.70E-04,17983,NULL,268
1819792,2026/8/19 10:35,MW2044B05915,A47,NULL,7,NULL,A03244,-0.00335,51484.7,50443.7,3.23E+00,7.80E-04,18630,NULL,268
1819791,2026/8/19 10:35,MW2044B20304,AC20,NULL,10,                    ,A07487,-0.00183,53061.5,54113.8,3.23E+00,8.40E-04,17823,NULL,268
1819790,2026/8/19 10:35,MW2044B13935,CHH,NULL,20,NULL,A03244,-0.00431,52670.3,54594.5,3.24E+00,7.40E-04,18633,NULL,268
1819789,2026/8/19 10:34,MW2045B47406,AC20,NULL,10,                    ,A07487,-0.00518,51675.9,52845.2,3.24E+00,8.80E-04,18062,NULL,268
1819788,2026/8/19 10:34,MW2044B13934,CHH,NULL,20,NULL,A03244,-0.00999,54866.7,50505.9,3.24E+00,7.80E-04,18623,NULL,268
1819787,2026/8/19 10:34,MW2045B47407,AC20,NULL,10,                    ,A07487,-0.0004,50698.4,53114.5,3.25E+00,8.60E-04,18078,NULL,268
1819786,2026/8/19 10:34,MW2045B50538,AC20,NULL,10,                    ,A07487,-0.00454,50700.7,50547.2,3.24E+00,8.80E-04,18001,NULL,268
1819785,2026/8/19 10:34,MW2044B14086,A44,NULL,4,NULL,A03244,-0.00145,53268.2,52925.6,3.24E+00,7.80E-04,18555,NULL,268
1819784,2026/8/19 10:33,MW2045B47939,AC20,NULL,10,                    ,A07487,-0.00764,52138.4,53110.7,3.23E+00,8.50E-04,18243,NULL,268
1819783,2026/8/19 10:33,MW2044B14085,A45,NULL,5,NULL,A03244,-0.0064,52818.5,53364.1,3.24E+00,7.70E-04,18711,NULL,268
1819782,2026/8/19 10:33,MW2044B20962,AC20,NULL,10,                    ,A07487,-0.0082,52353.7,50523.9,3.24E+00,8.60E-04,18228,NULL,268
1819781,2026/8/19 10:33,MW2016B07239,CHH,NULL,20,NULL,A03244,-0.00764,52621.2,54394.7,3.23E+00,7.10E-04,18611,NULL,268
1819780,2026/8/19 10:32,MW2044B21215,AC20,NULL,10,                    ,A11124,-0.00462,54703.4,51059.7,3.24E+00,8.30E-04,17907,NULL,268
1819779,2026/8/19 10:32,MW2044B10304,A47,NULL,7,NULL,A03244,-0.00585,50199.5,53559.9,3.23E+00,7.50E-04,18695,NULL,268
1819778,2026/8/19 10:32,MW2044B20175,AC20,NULL,10,                    ,A11124,-0.00602,50552.5,53069.2,3.24E+00,9.10E-04,18209,NULL,268
1819777,2026/8/19 10:32,MW2044B10303,A47,NULL,7,NULL,A03244,-0.0033,53787.5,52846.9,3.23E+00,7.80E-04,18685,NULL,268
1819776,2026/8/19 10:32,MW2045B50362,AC20,NULL,10,                    ,A11124,-0.00344,50668.8,54217.3,3.23E+00,8.80E-04,18137,NULL,268
1819775,2026/8/19 10:31,MW2044B12381,A46,NULL,6,NULL,A03244,-0.00133,52694.1,53060.5,3.24E+00,7.40E-04,18844,NULL,268
1819774,2026/8/19 10:31,MW2045B50367,AC20,NULL,10,                    ,A11124,-0.0083,50199.5,53937.3,3.23E+00,8.60E-04,18192,NULL,268
1819773,2026/8/19 10:31,MW2045B00551,A46,NULL,6,NULL,A18255,-0.00104,50674.4,50891.3,3.23E+00,7.20E-04,18541,NULL,268
1819772,2026/8/19 10:31,MW2044B20274,AC20,NULL,10,                    ,A11124,-0.00734,52137.8,53561.9,3.23E+00,8.70E-04,18436,NULL,268
1819771,2026/8/19 10:30,MW2045B00306,A45,NULL,5,NULL,A18255,-0.00851,52724.2,53388.9,3.23E+00,7.90E-04,18702,NULL,268
1819770,2026/8/19 10:30,MW2045B50410,AC20,NULL,10,                    ,A11124,-0.0004,52887.5,50986.3,3.24E+00,8.40E-04,18062,NULL,268
1819769,2026/8/19 10:30,MW2045B00525,A47,NULL,7,NULL,A18255,-0.00141,53129.5,52726.3,3.23E+00,7.80E-04,18671,NULL,268
1819768,2026/8/19 10:30,MW2045B50576,AC20,NULL,10,                    ,A11124,-0.00229,52964.8,54586.6,3.24E+00,8.50E-04,17917,NULL,268
1819767,2026/8/19 10:30,MW2045B50563,AC20,NULL,10,                    ,A11124,-0.00322,50905.4,52330.9,3.24E+00,8.90E-04,18163,NULL,268
1819766,2026/8/19 10:30,MW2045B00527,C46,NULL,23,NULL,A18255,-0.00235,54785.3,53333.9,3.22E+00,7.20E-04,18448,NULL,268
1819765,2026/8/19 10:29,MW2044B13093,AC20,NULL,10,                    ,A11124,-0.0054,54805.4,51204.4,3.24E+00,8.70E-04,18159,NULL,268
1819764,2026/8/19 10:29,MW2044B00412,B46,NULL,13,NULL,A18255,-0.00759,50718.3,51058.9,3.23E+00,7.70E-04,18486,NULL,268
1819763,2026/8/19 10:29,MW2045B49848,AC20,NULL,10,                    ,A11124,-0.00589,50534.2,51587.8,3.24E+00,9.10E-04,18059,NULL,268
1819762,2026/8/19 10:29,MW2045B00757,A47,NULL,7,NULL,A18255,-0.00471,54871.4,54443.8,3.23E+00,7.90E-04,18726,NULL,268
1819761,2026/8/19 10:28,MW2045B49847,AC20,NULL,10,                    ,A11124,-0.0014,52301.4,54610.7,3.24E+00,8.70E-04,18015,NULL,268
1819760,2026/8/19 10:28,MW2045B00697,A46,NULL,6,NULL,A18255,-0.00282,51078.8,54540.3,3.23E+00,7.50E-04,18708,NULL,268
1819759,2026/8/19 10:28,MW2044B19460,AC20,NULL,10,                    ,NULL,-0.00252,53146.1,54175.9,3.24E+00,8.70E-04,18294,NULL,268
1819758,2026/8/19 10:27,MW2044B19460,AC20,NULL,10,                    ,NULL,-0.0064,53513.8,54062.3,3.24E+00,8.70E-04,18294,NULL,268
1819757,2026/8/19 10:27,MW2045B00698,A46,NULL,6,NULL,A18255,-0.00262,53957.9,51230.3,3.23E+00,7.40E-04,18665,NULL,268
1819756,2026/8/19 10:27,MW2045B02058,A46,NULL,6,NULL,A18255,-0.00791,50935.9,53866.4,3.23E+00,7.20E-04,18438,NULL,268
1819755,2026/8/19 10:26,MW2044B13474,A46,NULL,6,NULL,A18255,-0.0082,53938.8,54531.4,3.24E+00,8.00E-04,18515,NULL,268
1819754,2026/8/19 10:26,MW2044B16658,AC20,NULL,10,NULL,A18255,-0.00231,53763.5,50652.9,3.23E+00,8.10E-04,18556,NULL,268
1819753,2026/8/19 10:25,MW2044B08402,A45,NULL,5,NULL,A18255,-0.0082,52852.8,53999.1,3.24E+00,7.60E-04,18590,NULL,268
1819752,2026/8/19 10:25,MW2045B38461,A46,NULL,6,NULL,A00762,-0.00922,51910.6,53044.6,3.24E+00,7.50E-04,18795,NULL,268
1819751,2026/8/19 10:24,MW2045B09369,AC20,NULL,10,NULL,A00762,-0.00786,53086.9,54290.7,3.24E+00,8.20E-04,18676,NULL,268
1819750,2026/8/19 10:24,MW2045B51247,A47,NULL,7,NULL,A00762,-0.00164,51695.3,54833.9,3.24E+00,7.40E-04,18712,NULL,268
1819749,2026/8/19 10:23,MW2045B41229,AC20,NULL,10,NULL,A00762,-0.00167,50165.6,54106.3,3.24E+00,8.20E-04,18718,NULL,268
1819748,2026/8/19 10:23,MW2045B26449,A45,NULL,5,NULL,A00762,-0.00677,53921.1,53910.6,3.24E+00,7.40E-04,18807,NULL,268
1819747,2026/8/19 10:23,MW2045B37035,A46,NULL,6,NULL,A00762,-0.00783,54268.3,51705.1,3.24E+00,6.60E-04,18818,NULL,268
1819746,2026/8/19 10:22,MW2045B53150,A45,NULL,5,NULL,A00762,-0.00758,54882.7,53191.8,3.24E+00,7.90E-04,18647,NULL,268
1819745,2026/8/19 10:22,MW2045B37031,A46,NULL,6,NULL,A00762,-0.0076,53269.9,54224.7,3.24E+00,6.40E-04,18806,NULL,268
1819744,2026/8/19 10:21,MW2045B53149,AC20,NULL,10,NULL,A00762,-0.00271,50054.4,51320.5,3.24E+00,8.10E-04,18672,NULL,268
1819743,2026/8/19 10:21,MW2045B53148,AC20,NULL,10,NULL,A00762,-0.00955,50477.2,51661.5,3.24E+00,8.10E-04,18595,NULL,268
1819742,2026/8/19 10:20,MW2045B53146,A45,NULL,5,NULL,A00762,-0.00178,52433.1,52352.5,3.24E+00,7.80E-04,18651,NULL,268
1819741,2026/8/19 10:20,MW2045B53145,B45,NULL,12,NULL,A00762,-0.00744,53926.6,50564.6,3.24E+00,7.90E-04,18678,NULL,268
1819740,2026/8/19 10:19,MW2045B27041,A45,NULL,5,NULL,A17198,-0.008,50586.3,50357.8,3.23E+00,8.00E-04,18747,NULL,268
1819739,2026/8/19 10:19,MW2045B52982,AC20,NULL,10,                    ,A02121,-0.00519,50463.3,52994.7,3.23E+00,9.00E-04,18112,NULL,268
1819738,2026/8/19 10:19,MW2045B30726,A46,NULL,6,NULL,A17198,-0.00111,53198.3,52337.4,3.23E+00,7.50E-04,18817,NULL,268
1819737,2026/8/19 10:19,MW2045B52980,AC20,NULL,10,                    ,A02121,-0.00371,52398.2,53819.2,3.23E+00,9.00E-04,17996,NULL,268
1819736,2026/8/19 10:18,MW2044B07155,A45,NULL,5,NULL,A17198,-0.0033,50937.2,50982.5,3.23E+00,7.90E-04,18666,NULL,268
1819735,2026/8/19 10:18,MW2045B52979,AC20,NULL,10,                    ,A02121,-0.0036,50890.8,53672.3,3.24E+00,8.20E-04,18072,NULL,268
1819734,2026/8/19 10:18,MW2045B34462,AC20,NULL,10,                    ,A02121,-0.00897,53248.9,53211.3,3.24E+00,8.70E-04,18188,NULL,268
1819733,2026/8/19 10:18,MW2044B17257,A45,NULL,5,NULL,A17198,-0.00281,54479.8,52194.1,3.23E+00,7.90E-04,18747,NULL,268
1819732,2026/8/19 10:18,MW2045B53235,AC20,NULL,10,                    ,A02121,-0.0021,52002.7,52425.2,3.24E+00,8.50E-04,18018,NULL,268
1819731,2026/8/19 10:18,MW2045B04221,B46,NULL,13,NULL,A17198,-0.0027,53392.5,51984.5,3.24E+00,7.10E-04,18413,NULL,268
1819730,2026/8/19 10:17,MW2045B53236,AC20,NULL,10,                    ,A02121,-0.00922,51596.2,51633.5,3.24E+00,9.00E-04,17972,NULL,268
1819729,2026/8/19 10:17,MW2045B04212,A47,NULL,7,NULL,A17198,-0.00888,52714.6,53215.1,3.24E+00,7.40E-04,18460,NULL,268
1819728,2026/8/19 10:17,MW2045B53237,AC20,NULL,10,                    ,A02121,-0.00945,54588.9,50370.9,3.24E+00,8.70E-04,18099,NULL,268
1819727,2026/8/19 10:17,MW2045B16999,A45,NULL,5,NULL,A17198,-0.00447,52400.6,54117.3,3.23E+00,8.00E-04,18605,NULL,268
1819726,2026/8/19 10:16,MW2045B53194,AC20,NULL,10,                    ,A02121,-0.006,53957.9,51894.7,3.24E+00,8.80E-04,18017,NULL,268
1819725,2026/8/19 10:16,MW2045B04199,B46,NULL,13,NULL,A17198,-0.00497,50549.4,54086.5,3.24E+00,7.30E-04,18553,NULL,268
1819724,2026/8/19 10:16,MW2045B53223,AC20,NULL,10,                    ,A02121,-0.00711,54303.2,54323.6,3.24E+00,9.10E-04,18123,NULL,268
1819723,2026/8/19 10:16,MW2045B04209,C46,NULL,23,NULL,A17198,-0.0028,53173.8,50332.2,3.23E+00,7.40E-04,18518,NULL,268
1819722,2026/8/19 10:16,MW2045B53290,AC20,NULL,10,                    ,A02121,-0.00255,53348.9,53245.3,3.24E+00,8.70E-04,17978,NULL,268
1819721,2026/8/19 10:15,MW2045B04205,B46,NULL,13,NULL,A17198,-0.00286,51604.3,50184.9,3.23E+00,7.40E-04,18533,NULL,268
1819720,2026/8/19 10:15,MW2045B53291,AC20,NULL,10,                    ,A02121,-0.00268,50164.3,51563.9,3.24E+00,8.90E-04,18043,NULL,268
1819719,2026/8/19 10:15,MW2044B06972,AC20,NULL,10,NULL,A17198,-0.00231,54351.2,54780.6,3.23E+00,8.20E-04,18578,NULL,268
1819718,2026/8/19 10:15,MW2045B53292,AC20,NULL,10,                    ,A02121,-0.00698,51932.2,52042.4,3.24E+00,8.80E-04,17867,NULL,268
1819717,2026/8/19 10:14,MW2045B04235,C46,NULL,23,NULL,A17198,-0.00732,52903.6,53751.7,3.21E+00,7.40E-04,18795,NULL,268
1819716,2026/8/19 10:14,MW2045B22071,AC20,NULL,10,                    ,A19485,-0.00652,51027.4,52804.4,3.23E+00,8.20E-04,18537,NULL,268
1819715,2026/8/19 10:14,MW2044B10546,AC20,NULL,10,                    ,A19485,-0.00386,54229.9,50593.8,3.23E+00,9.20E-04,18159,NULL,268
1819714,2026/8/19 10:14,MW2045B46737,O,NULL,1,NULL,A05733,-0.00253,54065.5,50985.5,0.00E+00,0.00E+00,18526,NULL,268
1819713,2026/8/19 10:14,MW2044B10547,AC20,NULL,10,                    ,A19485,-0.00722,50153.4,54766.7,3.23E+00,8.70E-04,18050,NULL,268
1819712,2026/8/19 10:13,MW2044B14225,AC20,NULL,10,                    ,A19485,-0.00128,51951.2,50593.4,3.23E+00,8.90E-04,18211,NULL,268
1819711,2026/8/19 10:13,MW2045B24081,AC20,NULL,10,                    ,A19485,-0.00964,53692.4,51122.8,3.23E+00,8.70E-04,18133,NULL,268
1819710,2026/8/19 10:12,MW2045B23055,AC20,NULL,10,                    ,A19485,-0.00504,54825.8,53122.2,3.24E+00,8.70E-04,18148,NULL,268
1819709,2026/8/19 10:12,MW2045B23058,AC20,NULL,10,                    ,A19485,-0.00435,50407.8,51964.7,3.24E+00,8.80E-04,18118,NULL,268
1819708,2026/8/19 10:11,MW2044B06989,AC20,NULL,10,                    ,A19485,-0.00102,50018.9,51861.4,3.23E+00,8.30E-04,18378,NULL,268
1819707,2026/8/19 10:11,MW2044B06982,AC20,NULL,10,                    ,A19485,-0.0034,52690.1,53404.2,3.23E+00,9.00E-04,18342,NULL,268
1819706,2026/8/19 10:11,MW2045B27021,AC20,NULL,10,                    ,A19485,-0.00679,51564.5,54298.5,3.23E+00,9.00E-04,18208,NULL,268
1819705,2026/8/19 10:10,MW2045B28635,AC20,NULL,10,                    ,A19485,-0.00839,54977.4,52413.4,3.23E+00,8.40E-04,18127,NULL,268
1819704,2026/8/19 10:10,MW2045B28640,AC20,NULL,10,                    ,A19485,-0.0036,52257.1,50642.6,3.23E+00,8.50E-04,18163,NULL,268
1819703,2026/8/19 10:10,MW2044B13886,AC20,NULL,10,                    ,A00571,-0.00374,53168.7,54006.4,3.23E+00,8.80E-04,18240,NULL,268
1819702,2026/8/19 10:09,MW2044B16611,A46,NULL,6,NULL,A05733,-0.0086,52620.2,52771.9,3.24E+00,7.30E-04,18654,NULL,268
1819701,2026/8/19 10:09,MW2044B18436,AC20,NULL,10,                    ,A00571,-0.00859,51711.2,50306.9,3.24E+00,8.70E-04,18065,NULL,268
1819700,2026/8/19 10:09,MW2044B16590,C46,NULL,23,NULL,A05733,-0.00172,51734.8,53153.4,3.23E+00,7.30E-04,18584,NULL,268
1819699,2026/8/19 10:09,MW2044B18420,AC20,NULL,10,                    ,A00571,-0.00596,52504.2,52503.4,3.24E+00,8.70E-04,18080,NULL,268
1819698,2026/8/19 10:08,MW2044B13700,A46,NULL,6,NULL,A05733,-0.00803,53860.9,53572.5,3.24E+00,8.00E-04,18715,NULL,268
1819697,2026/8/19 10:08,MW2044B18421,AC20,NULL,10,                    ,A00571,-0.004,50181.1,53843.6,3.24E+00,8.50E-04,18010,NULL,268
1819696,2026/8/19 10:08,MW2044B21548,A46,NULL,6,NULL,A05733,-0.00216,50414.3,54401.7,3.23E+00,7.70E-04,18784,NULL,268
1819695,2026/8/19 10:08,MW2044B06187,AC20,NULL,10,                    ,A00571,-0.00642,50932.2,51544.6,3.24E+00,8.70E-04,18269,NULL,268
1819694,2026/8/19 10:07,MW2044B06186,AC20,NULL,10,                    ,A00571,-0.0041,51338.5,50902.7,3.24E+00,8.30E-04,18023,NULL,268
1819693,2026/8/19 10:07,MW2044B21549,A46,NULL,6,NULL,A05733,-0.00691,50578.8,50216.2,3.23E+00,7.60E-04,18812,NULL,268
1819692,2026/8/19 10:07,MW2044B06184,AC20,NULL,10,                    ,A00571,-0.00401,53777.5,52076.4,3.24E+00,8.80E-04,18073,NULL,268
1819691,2026/8/19 10:07,MW2044B21611,A47,NULL,7,NULL,A05733,-0.00922,51850.9,52753.5,3.24E+00,7.60E-04,18349,NULL,268
1819690,2026/8/19 10:07,MW2044B06183,AC20,NULL,10,                    ,A00571,-0.00434,53251.8,53366.4,3.24E+00,8.50E-04,18332,NULL,268
1819689,2026/8/19 10:07,MW2044B20564,A45,NULL,5,NULL,A05733,-0.002,52566.6,54167.9,3.24E+00,7.50E-04,18560,NULL,268
1819688,2026/8/19 10:06,MW2044B06182,AC20,NULL,10,                    ,A00571,-0.0085,50713.3,53435.3,3.24E+00,8.70E-04,18089,NULL,268
1819687,2026/8/19 10:06,MW2044B20957,A45,NULL,5,NULL,A05733,-0.00294,50783.1,53307.1,3.23E+00,7.40E-04,18496,NULL,268
1819686,2026/8/19 10:06,MW2044B06181,AC20,NULL,10,                    ,A00571,-0.0046,52549.5,50599.1,3.24E+00,8.70E-04,18117,NULL,268
1819685,2026/8/19 10:06,MW2044B20959,A47,NULL,7,NULL,A05733,-0.00815,53651.1,50132.3,3.24E+00,7.60E-04,18719,NULL,268
1819684,2026/8/19 10:05,MW2044B14412,AC20,NULL,10,                    ,A00571,-0.00644,52301.7,52203.5,3.24E+00,8.60E-04,18350,NULL,268
1819683,2026/8/19 10:05,MW2044B20960,A47,NULL,7,NULL,A05733,-0.00386,50066.3,52247.9,3.24E+00,7.60E-04,18696,NULL,268
1819682,2026/8/19 10:05,MW2044B12648,AC20,NULL,10,                    ,A00571,-0.002,50824.1,53239.8,3.23E+00,8.40E-04,18409,NULL,268
1819681,2026/8/19 10:05,MW2044B20961,A47,NULL,7,NULL,A05733,-0.00678,53770.9,53936.8,3.24E+00,7.70E-04,18741,NULL,268
1819680,2026/8/19 10:05,MW2044B20587,AC20,NULL,10,                    ,A14273,-0.0082,53722.7,50937.2,3.24E+00,8.90E-04,18235,NULL,268
1819679,2026/8/19 10:04,MW2045B46432,A46,NULL,6,NULL,A16155,-0.00832,53647.9,51758.6,3.24E+00,7.60E-04,18728,NULL,268
1819678,2026/8/19 10:04,MW2044B16786,AC20,NULL,10,                    ,A14273,-0.00817,53444.4,54014.9,3.23E+00,8.50E-04,18400,NULL,268
1819677,2026/8/19 10:04,MW2044B20343,A47,NULL,7,NULL,A16155,-0.00175,54605.8,50394.6,3.24E+00,7.80E-04,18348,NULL,268
